exercise,file,label,label_source,window_mean,window_std,window_min,window_max,scaled_mean,scaled_std,scaled_min,scaled_max,prob
m09,example_068.json,0,labels_manifest,28.455846786499023,56.53877258300781,-4.991729736328125,179.4747772216797,6033.419921875,67052.265625,-235702.4375,333876.375,1.0
m09,example_069.json,0,labels_manifest,28.25358009338379,56.25138473510742,-5.010528564453125,179.51797485351562,5023.18017578125,67239.75,-242169.9375,348030.1875,1.0
m09,example_070.json,0,labels_manifest,27.80174446105957,55.340423583984375,-7.548679351806641,178.87123107910156,1191.4542236328125,75569.7421875,-316458.5,338659.21875,1.0
m09,example_071.json,0,labels_manifest,28.064697265625,55.88104248046875,-6.634452819824219,179.28195190429688,3443.8203125,69573.6796875,-275082.96875,333394.59375,1.0
m09,example_072.json,0,labels_manifest,28.319971084594727,56.20123291015625,-4.555732727050781,178.3788604736328,5157.7216796875,67764.25,-250693.9375,337007.9375,1.0
m09,example_073.json,0,labels_manifest,27.711925506591797,55.425201416015625,-5.7034912109375,178.59429931640625,1498.8260498046875,74169.203125,-306199.875,348877.03125,1.0
m09,example_074.json,0,labels_manifest,28.63115882873535,56.34297561645508,-6.743415832519531,178.80357360839844,6216.8720703125,66954.78125,-236771.078125,328223.75,1.0
m09,example_075.json,0,labels_manifest,27.792930603027344,55.415016174316406,-6.1677703857421875,178.72569274902344,1509.184326171875,73971.6171875,-314467.96875,338234.21875,1.0
m09,example_076.json,0,labels_manifest,28.201648712158203,56.07349395751953,-7.0923919677734375,178.48428344726562,4319.4541015625,69502.2578125,-263247.09375,331450.53125,1.0
m09,example_077.json,0,labels_manifest,28.225818634033203,56.124351501464844,-6.885528564453125,178.9789581298828,4634.48779296875,68683.3984375,-250618.578125,341696.5625,1.0
m09,example_078.json,0,labels_manifest,28.29291534423828,55.847564697265625,-5.883583068847656,178.26951599121094,4136.44482421875,69240.109375,-256236.6875,341529.46875,1.0
m09,example_079.json,0,labels_manifest,28.51910400390625,56.58462905883789,-6.721534729003906,179.0636444091797,6610.36376953125,65810.421875,-218301.28125,346881.09375,1.0
m09,example_080.json,0,labels_manifest,28.402700424194336,56.19171905517578,-4.491035461425781,179.16171264648438,5252.466796875,68161.015625,-243032.375,329032.65625,1.0
m09,example_081.json,0,labels_manifest,28.410398483276367,56.462059020996094,-6.330474853515625,177.94313049316406,6025.517578125,66430.5078125,-235519.65625,345014.09375,1.0
m09,example_082.json,0,labels_manifest,28.57586669921875,56.31349182128906,-5.2109222412109375,179.0772247314453,6074.642578125,65999.34375,-229201.046875,338490.09375,1.0
m09,example_083.json,0,labels_manifest,28.232311248779297,55.948204040527344,-5.908843994140625,179.9683380126953,4035.78857421875,68887.9921875,-267690.375,338316.53125,1.0
m09,example_084.json,0,labels_manifest,28.09331703186035,55.7254638671875,-6.236423492431641,177.2467498779297,3191.63134765625,70199.328125,-285909.5625,324894.03125,1.0
m09,example_085.json,0,labels_manifest,27.830713272094727,55.627315521240234,-6.305732727050781,177.66262817382812,2095.25,72696.6015625,-301966.1875,335122.78125,1.0
m09,example_086.json,0,labels_manifest,28.203954696655273,56.21196365356445,-5.034156799316406,179.06790161132812,4770.509765625,68791.421875,-254548.125,338015.25,1.0
m09,example_087.json,0,labels_manifest,28.366960525512695,56.08561325073242,-5.574802398681641,177.25704956054688,4655.21533203125,67479.5625,-265735.4375,328716.1875,1.0
m09,example_088.json,0,labels_manifest,28.56268310546875,56.50002670288086,-6.498077392578125,178.7981414794922,6397.11474609375,65565.8828125,-221501.09375,346226.1875,1.0
m09,example_089.json,0,labels_manifest,28.417236328125,56.2558479309082,-4.5485382080078125,178.63816833496094,5383.66845703125,67892.53125,-256905.671875,343931.625,1.0
m09,example_090.json,0,labels_manifest,28.220252990722656,56.02949142456055,-4.903839111328125,179.68316650390625,4402.767578125,68796.328125,-257665.015625,343867.90625,1.0
m09,example_091.json,0,labels_manifest,27.72212791442871,55.352821350097656,-6.191623687744141,177.62686157226562,1226.425048828125,74201.4453125,-312786.8125,341698.78125,1.0
m09,example_092.json,0,labels_manifest,28.391727447509766,56.16341018676758,-6.769012451171875,178.74522399902344,4843.74072265625,68260.3203125,-258152.0625,330958.125,1.0
m09,example_093.json,0,labels_manifest,28.59162712097168,56.36457824707031,-5.543556213378906,177.8111114501953,6401.23583984375,66585.203125,-229142.375,353671.28125,1.0
m09,example_094.json,0,labels_manifest,28.440832138061523,56.211578369140625,-6.0969085693359375,178.83126831054688,5062.03466796875,67364.234375,-244502.3125,331535.65625,1.0
m09,example_095.json,0,labels_manifest,27.756132125854492,55.325347900390625,-6.343257904052734,178.92330932617188,1137.3656005859375,75144.3671875,-318898.53125,334935.6875,1.0
m09,example_096.json,0,labels_manifest,28.302539825439453,56.260353088378906,-5.5012359619140625,177.8681640625,5115.048828125,67086.8125,-240237.65625,329320.53125,1.0
m09,example_097.json,0,labels_manifest,27.55076789855957,55.39868927001953,-5.836112976074219,178.9968719482422,950.3208618164062,75097.34375,-318433.0,324951.28125,1.0
m09,example_098.json,0,labels_manifest,28.356584548950195,56.087257385253906,-5.5458984375,178.84576416015625,4875.9208984375,68053.03125,-246580.53125,349306.4375,1.0
m09,example_099.json,0,labels_manifest,28.27914047241211,56.01758575439453,-6.247249603271484,179.7579803466797,4200.23583984375,69100.0703125,-271942.0625,340280.78125,1.0
m09,example_100.json,0,labels_manifest,27.619342803955078,55.34730911254883,-4.730247497558594,177.81710815429688,921.6468505859375,74507.1328125,-324025.75,345415.40625,1.0
